EQUIP_ID,EQUIP_DESCN,EQUIP_PARENT
20048090,NAP312 Pump-Condensate Extract 'B',2201-080-150-190
20048091,NMM957_MK011 Valve-HFA Isolation ToMixer,20048448
20048092,NMM950_MK012 Valve-H2SO4 Isol. to mixer,20048444
20048093,NDM165 Misc-`A` Plant Shuttle Drive,2201-110-090-150
20048094,NDC122 Conv-`A` Plant Infeed Shuttle,2201-110-070-050
20048095,NDC521 Conv- Infeed `C` Transfer,2201-110-070-050
20048096,NDC522 Conv- Infeed `c` Shuttle,2201-110-070-050
20048097,NDM523 Misc-'C' Infeed Shuttle Winch,2201-110-070-150
20048098,NDC150 Conv-`A` Plant Outfeed Collector,2201-110-090-050
20048099,NDC152 Conv-Bin 2 `A` Plant Weigh,2201-110-080-050
20048100,NDC153 Conv-Bin 3 `A` Plant Weigh,2201-110-080-050
20048101,NDC154 Conv-Bin 4 `A` Plant Weigh,2201-110-080-050
20048102,NDC155 Conv-Bin 5 `A` Plant Weigh,2201-110-080-050
20048103,NDC156 Conv-Bin 6 `A` Plant Weigh,2201-110-080-050
20048104,NDC550 Conv-`C` Plant Outfeed Collector,2201-110-090-050
20048105,NDC551 Conv-Bin 1 `C` Plant Weigh,2201-110-080-050
20048106,NDC552 Conv-Bin 2 `C` Plant Weigh,2201-110-080-050
20048107,NDC553 Conv-Bin 3 `C` Plant Weigh,2201-110-080-050
20048108,NDC554 Conv-Bin 4 `C` Plant Weigh,2201-110-080-050
20048109,NDC555 Conv-Bin 5 `C` Plant Weigh,2201-110-080-050
20048110,NDC562 Conv-`C` Plant Outfeed Cross,2201-110-090-050
20048111,NDH140 Hopper-'A' Plant 1.5t Trace ele.,2201-110-080-260
20048112,NDH143 Hopper-'A' Plant 0.3t Trace ele.,2201-110-080-260
20048113,NDH540 Hopper-'C' Plant 1.5t Trace ele.,2201-110-080-260
20048114,NDH542 Hopper-'C' Plant 0.3t Trace ele.,2201-110-080-260
20048115,NDH543 Hopper-'C' Plant 0.3t Trace ele.,2201-110-080-260
20048116,NDH544 Hopper-'C' Plant 0.15t Trace ele.,2201-110-080-260
20048117,NDH701 Hopper- Bin 1 30t Product,2201-110-080-260
20048118,NDH702 Hopper- Bin 2 30t Product,2201-110-080-260
20048119,NDH703 Hopper- Bin 3 30t Product,2201-110-080-260
20048120,NDH704 Hopper- Bin 4 30t Product,2201-110-080-260
20048121,NDH705 Hopper- Bin 5 30t Product,2201-110-080-260
20048122,NDH706 Hopper- Bin 6 30t Product,2201-110-080-260
20048123,NDM123 Misc-`A` Infeed Shuttle Winch,2201-110-070-150
20048124,NMM313B Misc-Pulveriser No1 (West),2201-100-210-070
20048125,NSM945 Misc-Roads & Drains-Milled Rock,2201-090-370-220
20048126,NSM943 Misc-Roads & Drains-Acid Plant,2201-080-370-220
20048127,NSM944 Misc-Roads & Drains-Manufacture,2201-100-370-220
20048128,NSM946 Misc-Roads & Drains-Despatch,2201-110-370-220
20048129,NDE101 Elec-Lighting & Bldg Services,2201-110-310-090
20048130,NME101 Elec-Lighting & Bldg Services,2201-100-310-090
20048131,NSM980 Misc-Site Fire Fighting Equipment,2201-120-450-220
20048134,NKB100 Building-Bulk Store Kaikohe,2202-160-110-030
20048135,NJB100 Building-Bulk Store Waipapa,2203-160-110-030
20048137,NFB100 Building-Main Store Fagans,2206-160-110-030
20048138,NFB102 Building-High Analysis Fagans,2206-160-110-030
20048139,NRB500 Building-Intake & RMI Stores,2201-090-010-030
20048140,NDB100 Building-Site Despatch,2201-110-430-030
20048141,NRB501 Building-Receiving Store,2201-090-010-030
20048142,NMB100 Building-Manufacture plant,2201-100-430-030
20048143,NSB100 Building-Eng. Workshop,2201-130-380-030
20048144,NSB103 Building-Main office,2201-070-420-030
20048145,NSB102 Building-Canteen Amenties,2201-120-400-030
20048146,NSB101 Building- Engineering Stores,2201-130-380-030
20048147,NDB903 Building-Raw Mat Store A,2201-090-010-030
20048148,NDB904 Building-Green Bag Store,2201-090-010-030
20048149,NAB600 Building-Harbour Pump House,2201-080-320-030
20048150,NAB400 Building-AP Workshop,2201-080-180-030
20048151,NAB300 Building-Turbine hall & C.R,2201-080-180-030
20048152,NAB401 Building-AP Amenities,2201-080-180-030
20048153,NAC101 Conv-Raw Material StoreD(Sulphur),2201-080-010-050
20048154,NAM101 Misc-Sulphur Transfer Pit Coil,2201-080-120-100
20048155,NAM102 Misc-Sulphur Melting Coils(Steam),2201-080-120-100
20048156,NAM105 Dirty Pit Heating Coils(Steam),2201-080-120-100
20048157,NAM106 Misc-Dirty Pit Agitator,2201-080-120-010
20048158,NAM107 Misc-Pre-Coat Heating Coil(Steam),2201-080-120-100
20048159,NAM108 Misc-Pre-Coat Agitator,2201-080-120-010
20048160,NAM109 Misc-Sulphur Filter,2201-080-120-210
20048161,NAM957 Misc-Sulphur Piping-Acid plant,2201-080-120-160
20048162,NAP101 Pump-Transfer to Sulphur tank,2201-080-120-190
20048163,NAP104 Pump-Sulphur Pre Coat,2201-080-120-190
20048164,NAP105 Pump-Clean Sulphur `A`,2201-080-120-190
20048165,NAP106 Pump-Clean Sulphur 'B',2201-080-120-190
20048166,NAT101 Tank-Molten Sulphur Storage 1,2201-080-120-260
20048167,NAT102 Tank-Molten Sulphur Storage 2,2201-080-120-260
20048168,NAT103 Tank-Dirty Sulphur Pit,2201-080-120-260
20048169,NAT104 Tank-Pre Coat Sulphur Pit,2201-080-120-260
20048170,NAT105 Tank-Clean Sulphur,2201-080-120-260
20048171,NAT106 Tank-Sulphur Transfer Pit,2201-080-120-260
20048172,NAB200 Building-Priller Structure,2201-080-130-030
20048173,NAC201 Conv-Priller To Store,2201-080-010-050
20048174,NAP201 Pump-Priller No1 Sulphur,2201-080-130-190
20048175,NAP202 Pump-Priller No1 Slurry,2201-080-130-190
20048176,NAP203 Pump-Priller No1 Hydrocyclone,2201-080-130-190
20048177,NAP204 Pump-Priller No1 Tank Dosing,2201-080-130-190
20048178,NAP205 Pump-Priller No1 water spray,2201-080-130-190
20048179,NAT201 Tank-Priller No1 Water,2201-080-130-260
20048180,NAZ201 Screen-Priller No1 Rotary 'A',2201-080-130-210
20048181,NAZ202 Screen-Priller No1 Rotary 'B',2201-080-130-210
20048182,NAM202 Misc-Sulphur Prilling Piping,2201-080-130-160
20048183,NAM300 Misc-Sulphur Burner,2201-080-160-100
20048184,NAM301 Misc-Sulphur Gun,2201-080-160-100
20048185,NAM302 Misc-Main Boiler,2201-080-150-230
20048186,NAM303 Misc-Superheater,2201-080-160-100
20048187,NAM304 Misc-Economiser,2201-080-160-100
20048188,NAM305 Misc-Water Softener,2201-080-150-230
20048189,NAM307 Misc-Boiler Dose System,2201-080-150-230
20048190,NAM310 Misc-Steam Dump Valve.Silencer,2201-080-150-240
20048191,NAM311 Misc-Steam Turbine-Beliss,2201-080-150-200
20048192,NAM312 Misc-Packaged Auxiliary Boiler,2201-080-150-230
20048193,NAM313 Misc-Condensor (Turbo Alternator),2201-080-150-200
20048194,NAM314 Misc-DeSuperheater Valve,2201-080-150-240
20048195,NAP301 Pump-Softened Water `A`,2201-080-150-190
20048196,NAP302 Pump-Softened Water `B`,2201-080-150-190
20048197,NAP303 Pump-Softened Water `C`,2201-080-150-190
20048198,NAP305 Pump-Condensate Return `A`,2201-080-150-190
20048199,NAP306 Pump-Boiler Feed `A`,2201-080-150-190
20048200,NAP307 Pump-Boiler Feed `B`,2201-080-150-190
20048201,NAP308 Pump-Desuperheater `A`,2201-080-150-190
20048202,NAP309 Pump-Desuperheater 'B',2201-080-150-190
20048203,NAP310 Pump-Manufacture Condensate,2201-080-150-190
20048204,NAT301 Tank-Softened Water No1,2201-080-150-260
20048205,NAT302 Tank-Softened Water No2,2201-080-150-260
20048206,NAT303 Tank-Softened Water No3,2201-080-150-260
20048207,NAT304 Tank-De-Aerator,2201-080-150-260
20048208,NAT305 Tank-Boiler Feed,2201-080-150-260
20048209,NAM315 Misc-Boiler Water & Conds. piping,2201-080-150-160
20048210,NAM316 Misc-Boiler Steam System piping,2201-080-150-160
20048211,NAM320 Misc-Diesel Burner -Aux. Boiler,2201-080-150-230
20048212,NAF401 Fan-Main Blower,2201-080-160-040
20048213,NAF402 Fan-Auxiliary Blower,2201-080-160-040
20048214,NAM401 Misc-Main Exhaust Stack,2201-080-160-160
20048215,NAM402 Misc- Plate Cooler Acid,2201-080-170-100
20048216,NAM403 Misc-Plate Cooler-Acid (Export),2201-080-170-100
20048217,NAM406 Misc-Turbine Gantry,2201-080-180-130
20048218,NAP401 Pump-Acid Circulation,2201-080-170-190
20048219,NAP403 Pump-No4 Acid Tank,2201-080-170-190
20048220,NAP406 Pump-Portable Acid-Durco,2201-080-170-190
20048221,NAT401 Tank-Hot Filter Gas,2201-080-160-260
20048222,NAT402 Tank-Converter,2201-080-160-260
20048223,NAT403 Tank-Absorber Tower,2201-080-160-260
20048224,NAT404 Tank-Drying Tower,2201-080-160-260
20048225,NAT405 Tank-Acid Circulation,2201-080-170-260
20048226,NAT406 Tank-Acid Storage No1,2201-080-170-260
20048227,NAT407 Tank-Acid Storage No2,2201-080-170-260
20048228,NAT408 Tank-Acid Storage No3,2201-080-170-260
20048229,NAT409 Tank-Acid Storage No4,2201-080-170-260
20048230,NAM410 Misc-Piping-Acid Production,2201-080-170-160
20048231,NAM411 Misc-Ducting Air & Gas,2201-080-160-160
20048232,NAM420 Misc-Oleum System,2201-080-170-150
20048233,NAE600 Elec-Services Pump House,2201-080-320-090
20048234,NAE602 Transformer 275kva Pump House,2201-080-320-090
20048235,NAE601 Transformer 800kva-Pump House,2201-080-320-090
20048236,NAZ601 Screen-SaltWater Cooling Rotary A,2201-080-320-210
20048237,NAZ602 Screen-SaltWater Cooling Rotary B,2201-080-320-210
20048238,NAM603 Misc-Salt Water Cooling Chlorine,2201-080-320-160
20048239,NAM604 Misc-Salt Water Cooling Piping,2201-080-320-160
20048240,NAP601 Pump- SW Cooling Low Head A,2201-080-320-190
20048241,NAP602 Pump- SW Cooling Low Head B,2201-080-320-190
20048242,NAP603 Pump- SW Cooling Low Head C,2201-080-320-190
20048243,NAP604 Pump-SW Cooling High Head A,2201-080-320-190
20048244,NAP605 Pump-SW Cooling High Head B,2201-080-320-190
20048245,NAP606 Pump-Cooling Water Recirculation,2201-080-320-190
20048246,NAM700 Misc-Air Compressor-GA55 AtlasCop,2201-080-300-040
20048247,NAM702 Misc-Air Compressor-BroomwadeBW4L,2201-080-300-040
20048248,NAT700 Tank-Main Air Receiver,2201-080-300-260
20048249,NAT701 Tank-Instrument Air Receiver,2201-080-300-120
20048250,NAM706 Misc-Air Dryer (MTE),2201-080-300-080
20048251,NAM951 Misc-Air Pipes-Acid plant,2201-080-300-160
20048252,NAE100 Elec-Plant Switch Room,2201-080-310-090
20048253,NAE101 Elec-Lighting & Bldg Services,2201-080-310-090
20048254,NAE102 Elec-PLC & Comp Process,2201-080-310-120
20048255,NRH501 Hopper-RMI Intake (West),2201-090-010-260
20048256,NRH502 Hopper-RMI Intake (East),2201-090-010-260
20048257,NRC501 Conv-RMI West Feed belt,2201-090-010-050
20048258,NRC502 Conv-RMI East Feed belt,2201-090-010-050
20048259,NRC503 Conv-RMI South Incline Belt,2201-090-010-050
20048260,NRC504 Conv-RMI North Incline Belt,2201-090-010-050
20048261,NRC505 Conv-RMI Store B to CNth Transfer,2201-090-010-050
20048262,NRC506 Conv-RMI Store B to CSth Transfer,2201-090-010-050
20048263,NRM500 Misc-RMI Weigh Bridge,2201-090-010-270
20048264,NRC508 Conv-RMI Store C to D Transfer,2201-090-010-050
20048265,NRC510 Conv- RMI Store C (Rk) Belt,2201-090-010-050
20048266,NRM510 Misc-Winch RMI Store C Shuttle,2201-090-010-130
20048267,NRC509 Conv-RMI Store A (RPR) Belt,2201-090-010-050
20048268,NRC400 Conv-Tunnel Collector Belt,2201-100-030-050
20048269,NRC401 Conv-Tunnel Feed (Nth),2201-100-030-050
20048270,NRC402 Conv-Tunnel Feed (Mid),2201-100-030-050
20048271,NRC403 Conv-Tunnel Feed (Sth),2201-100-030-050
20048272,NRM402 Misc-Electro Magnet tunnel,2201-100-030-090
20048273,NRM403 Misc-Hammer Mill Jaques,2201-100-030-070
20048274,NRX405 Elevator-Crushed Rock,2201-100-030-050
20048275,NRS406 Screw- Rock Ex Elevator,2201-100-040-050
20048276,NRS407 Screw- Rock Over PCR Hoppers,2201-100-040-050
20048277,NRH404 Hopper-Rock Blending Sth,2201-100-030-260
20048278,NRH405 Hopper-Rock Blending Mid,2201-100-030-260
20048279,NRH406 Hopper-Rock Blending Nth,2201-100-030-260
20048280,NRC404 Conv-Rock Blending (Sth),2201-100-030-050
20048281,NRC405 Conv-Rock Blending (Mid),2201-100-030-050
20048282,NRC406 Conv-Rock Blending (Nth),2201-100-030-050
20048283,NRC407 Conv-Rock Blending Weigh (Sth),2201-100-030-050
20048284,NRC408 Conv-Rock Blending Weigh(Mid),2201-100-030-050
20048285,NRC409 Conv-Rock Blending Weigh (Nth),2201-100-030-050
20048286,NRC410 Conv-Blended Rock Collector,2201-100-030-050
20048287,NRX411 Elevator-Rock Blending,2201-100-030-050
20048288,NRS412 Screw-Rock Ex Blended Elevator,2201-100-040-050
20048289,NRS413 Screw-Rock transfer BM14_20,2201-100-040-050
20048290,NRC414 Conv-To Bm30 Mill Hopper,2201-100-030-050
20048291,NRS414 Screw-Rock to BM20 Mill Hopper,2201-100-040-050
20048292,NRH407 Hopper-BM 14 Mill Feed,2201-100-040-260
20048293,NRH408 Hopper-BM 20 Mill Feed,2201-100-040-260
20048294,NRH409 Hopper-BM 30 Mill Feed,2201-100-040-260
20048295,NRS422 Screw-Powder to Silos(Reversable),2201-100-040-050
20048296,NRS423 Screw-Powder Ex Bm30 Mill,2201-100-040-050
20048297,NRS424 Screw-Powder Silo Dist.(West),2201-100-040-050
20048298,NRS425 Screw-Powder Silo Dist.(East),2201-100-040-050
20048299,NRT400 Tank-Powder Silo No1,2201-100-040-260
20048300,NRT401 Tank-Powder Silo No2,2201-100-040-260
20048301,NRT402 Tank-Powder Silo No3,2201-100-040-260
20048302,NRT403 Tank-Powder Silo No4,2201-100-040-260
20048303,NRM960_RM426 Inst-Weight. Powder Silo,20048347
20048304,NRS427 Screw-Ex BM20 Dust Cyclones,2201-100-040-050
20048305,NRS428 Screw- Powder (Ex RS427),2201-100-040-050
20048306,NRS434 Screw-Ex Bm14 Dust Cyclone,2201-100-040-050
20048307,NRS429 Screw-Powder (Ex RS434),2201-100-040-050
20048308,NRS430 Screw-Powder (Ex RS429),2201-100-040-050
20048309,NRS431A Screw-BM14_20 Transfer (1st),2201-100-040-050
20048310,NRX432 Elevator-Powder Transfer,2201-100-040-050
20048311,NRS433 Screw-Ex Transfer Elevator,2201-100-040-050
20048312,NRS486 Screw-Ex RM285(BM20 Rotary Valve),2201-100-290-050
20048313,NRS187 Screw-Rock Bm14 Mill Feed,2201-100-040-050
20048314,NRM188 Misc-Bm14 Mill,2201-100-040-070
20048315,NRP188 Misc-Lubricator BM14 Mill,2201-100-040-070
20048316,NRF189 Fan-BM 14 Mill,2201-100-040-040
20048317,NRT190 Tank-BM14 Dust Collector & Hopper,2201-100-040-210
20048318,NRM190 Misc-Heater Bm14 Dust Collector,2201-100-040-080
20048319,NRF191 Fan-BM 14 Dust Collector,2201-100-040-040
20048320,NRS192 Screw-  Ex Bm14 Dust Collector,2201-100-040-050
20048321,NRM193 Misc-Rot.Valve Ex BM14 Dust Coll.,2201-100-040-050
20048322,NRT188 Tank-BM14 Cyclone & Flap Valve,2201-100-040-210
20048323,NRM279 Misc-BM 20 Mill Feed,2201-100-040-050
20048324,NRM280 Misc-BM 20 Mill,2201-100-040-070
20048325,NRP280 Misc-Lubricator BM20 Mill,2201-100-040-070
20048326,NRF281 Fan-BM 20 Mill,2201-100-040-040
20048327,NRT282 Tank-BM20 Dust Collector & Hopper,2201-100-040-210
20048328,NRM282 Misc-Heater Bm20 Dust Coll.,2201-100-040-080
20048329,NRF283 Fan-BM 20 Dust Collector,2201-100-040-040
20048330,NRS284 Screw- Ex Bm20 Dust Collector,2201-100-040-050
20048331,NRM285 Misc-Rot.Valve Ex BM20 Dust Coll.,2201-100-040-050
20048332,NRT280 Tank-BM20 Cyclones & Flap Valve,2201-100-040-210
20048333,NRM315 Misc-BM 30 Mill,2201-100-040-070
20048334,NRM315A Misc-BM30 Mill Lubricator,2201-100-040-070
20048335,NRM315B Misc-BM30 Mill Feeder,2201-100-040-050
20048336,NRF316 Fan-BM 30 Mill,2201-100-040-040
20048337,NRT317 Tank-BM30 Dust Collector & Hopper,2201-100-040-210
20048338,NRM317 Misc-Heater Bm30 Dust Coll.,2201-100-040-080
20048339,NRF318 Fan-BM 30 Dust Collector,2201-100-040-040
20048340,NRS320 Screw- Ex Bm30 Dust Collector,2201-100-040-050
20048341,NRM321 Misc-Rot.Valve Ex BM30 Dust Coll.,2201-100-040-050
20048342,NRT315 Tank-BM30 Cyclones & Flap Valve,2201-100-040-210
20048343,NRF463 Fan-Main Dust Collector,2201-100-290-040
20048344,NRS466 Screw-Below Main Dust Coll.,2201-100-290-050
20048345,NRM467 Misc-Rot.Valve Ex Main Dust Coll.,2201-100-290-050
20048346,NRM956 Misc-Water Pipes Milled Rock,2201-090-340-160
20048347,NRM960 Misc-Instruments Milled rock,2201-090-050-120
20048348,NRE100 Elec-Plant Switch Room,2201-090-310-090
20048349,NRE102 Elec-PLC & Comp Process,2201-090-310-120
20048350,NMP402 Pump- HFA Circulation ASH(Centre),2201-100-220-190
20048351,NMP403 Pump- HFA Circulation ASH (North),2201-100-220-190
20048352,NMP404 Pump-Salt Water Circ.-Scrubber,2201-100-220-190
20048353,NMP405 Pump-Salt Water Circ.-Scrubber,2201-100-220-190
20048354,NMP407 Pump-HFA Wilden Pump,2201-100-220-190
20048355,NMP408 Pump-Fume Scrubber Recirc.,2201-100-230-190
20048356,NMT400 Tank- HFA Tower No1,2201-100-220-260
20048357,NMT401 Tank-HFA Pipes And Sprays,2201-100-220-260
20048358,NMT402 Tank-Scrubber Tower,2201-100-220-260
20048359,NMT403 Tank-HFA Recirculation,2201-100-220-260
20048360,NMT404 Tank- Droplet Separator(Scrubber),2201-100-230-260
20048361,NMT405 Tank-Fume Scrubbing Circ.,2201-100-230-260
20048362,NMF401 Fan-HFA Scrubber,2201-100-220-040
20048363,NMF402 Fan-Fume Extraction,2201-100-230-040
20048364,NMM400 Misc-Stack_Fume Extraction,2201-100-230-160
20048365,NMM401 Misc-HFA Ducting,2201-100-220-160
20048366,NMM402 Misc-Fume Extraction Ducting,2201-100-230-160
20048367,NMM957_MK403 Valve-HFA to Mixer-Ex MP402,20048448
20048368,NMM957_MK404 Valve-HFA to Tower-Ex MP402,20048448
20048369,NMM957_MK405 Valve-HFA to Mixer-Ex MP403,20048448
20048370,NMM957_MK406 Valve-HFA toTower-Ex MP403,20048448
20048371,NMM957_MK407 Valve-1st HFA Drainof MT402,20048448
20048372,NMM957_MK408 Valve-2nd HFA Drainof MT402,20048448
20048373,NMM957_MK409 Valve-H2O Makeup to MT200,20048448
20048374,NMC139 Conv-Powder Weigh,2201-100-190-050
20048375,NMM132 Misc- Rotary Lock on RT403,2201-100-190-050
20048376,NMM133 Misc-Rotary Lock on RT402,2201-100-190-050
20048377,NMM175 Misc-Rotary Lock on RT401,2201-100-190-050
20048378,NMM176 Misc-Rotary Lock on RT400,2201-100-190-050
20048379,NMM177 Misc-Fluidising Air Blower,2201-100-190-040
20048380,NMM178 Misc- Air Slide Blower,2201-100-190-040
20048381,NMM179 Misc-Air Slide (Long),2201-100-190-050
20048382,NMM180 Misc-Air Slide (Short),2201-100-190-050
20048383,NMS134 Screw-Powder(Ex RT402) Discharge,2201-100-190-050
20048384,NMS135 Screw-Powder(Ex RT403) Discharge,2201-100-190-050
20048385,NMS136 Screw- Powder to Main Elevator,2201-100-190-050
20048386,NMS138 Screw- Powder To Twin Screws,2201-100-190-050
20048387,NMS137 Screw-Powder Ex Main Elevator,2201-100-190-050
20048388,NMS140 Screw-Powder Twin Screw Conv.,2201-100-190-050
20048389,NMS142 Screw-Powder Ex Weighbelt,2201-100-190-050
20048390,NMS143 Screw- Powder To Mixer,2201-100-190-050
20048391,NMX137 Elevator-Main Powder,2201-100-190-050
20048392,NMP160 Pump-Lubricator Powder System,2201-100-190-190
20048393,NMT200 Tank-Manufacture Acid,2201-100-200-260
20048394,NMM246 Misc-Mixer,2201-100-190-010
20048395,NMM248 Misc-Den And Moving Floor,2201-100-190-010
20048396,NMP249 Pump-Lubricator Den,2201-100-190-190
20048397,NMP254 Pump- Acid Pump (Manufacture),2201-100-200-190
20048398,NMM250 Misc-Den Reciprocating Sides,2201-100-190-010
20048399,NMM251 Misc-Den Cutters,2201-100-190-010
20048400,NMM251A Misc-Air Rams For Den Cutter,2201-100-190-150
20048401,NMC252 Conv-Den Cutout,2201-100-190-050
20048402,NMH200 Hopper- Den Cutout,2201-100-190-260
20048403,NMC253 Conv-Green Super,2201-100-210-050
20048404,NMC254 Conv-Clean Up (Recycle),2201-100-210-050
20048405,NMH201 Hopper-Clean Up (Recycle),2201-100-190-260
20048406,NMH600 Hopper- Below Classifier Screen.,2201-100-210-260
20048407,NMC600 Conv-Main Incline to Fin. Prods.,2201-100-270-050
20048408,NMC601 Conv-Main Shuttle Fin. Prods.,2201-100-270-050
20048409,NMM602 Misc-Winch Main Shuttle  (Fp),2201-100-270-130
20048410,NMC603 Conv-Store 1&2 Shuttle Belt,2201-100-270-050
20048411,NMC604 Conv-Store 3&4 Shuttle Belt,2201-100-270-050
20048412,NMC605 Conv-Store 5&6 Shuttle Belt,2201-100-270-050
20048413,NMC606 Conv-Store 7&8 Shuttle Belt,2201-100-270-050
20048414,NMM607 Misc-Winch Store 1&2 Shuttle (FP),2201-100-270-130
20048415,NMM608 Misc-Winch Store 3&4 Shuttle (FP),2201-100-270-130
20048416,NMM609 Misc-Winch Store 5&6 Shuttle (FP),2201-100-270-130
20048417,NMM610 Misc-Winch Store 7&8 Shuttle (FP),2201-100-270-130
20048418,NMM611 Misc-Finished prod. Sampler,2201-100-270-150
20048419,NMC700 Conv-RMI Store B (Potash-urea),2201-100-010-050
20048420,NMM700 Misc-Winch Raw Mat. Store B,2201-100-010-130
20048421,NMH700 Hopper-Additive intake,2201-100-260-260
20048422,NMC701 Conv-Discharge from Additive Hop.,2201-100-260-050
20048423,NMC702 Conv-Additive Incline,2201-100-260-050
20048424,NMC703 Conv-To Additive Shuttle,2201-100-260-050
20048425,NMC704 Conv- Shuttle over Additive Bins,2201-100-260-050
20048426,NMM704 Misc-Additives Shuttle Drive,2201-100-260-130
20048427,NMH711 Hopper-Additive No3 (North),2201-100-260-260
20048428,NMH712 Hopper-Additive No2 (Middle),2201-100-260-260
20048429,NMH713 Hopper-Additive No1 (South),2201-100-260-260
20048430,NMC711 Conv- Additive Weigh (North),2201-100-260-050
20048431,NMC712 Conv- Additive Weigh (Centre),2201-100-260-050
20048432,NMC713 Conv- Additive Weigh (South),2201-100-260-050
20048433,NMC714 Conv-To Additive Elevator,2201-100-260-050
20048434,NMX700 Elevator- Additive,2201-100-260-050
20048435,NMM306 Misc-Conditioner,2201-100-210-010
20048436,NMC307 Conv-No1 Recirculation Belt (No8),2201-100-210-050
20048437,NMC308 Conv-No2 Recirculation Belt (No7),2201-100-210-050
20048438,NMC309 Conv- Drum Feed Shuttle,2201-100-210-050
20048439,NMM310 Misc-Granulation Drum,2201-100-210-150
20048440,NMC311 Conv-Four foot (Ex Gr Drum),2201-100-210-050
20048441,NMM313A Misc-Pulveriser No1 (East),2201-100-210-070
20048442,NMZ319 Screen- Granulation Classifier,2201-100-210-210
20048443,NMM305 Misc-Gran.Air Ram System,2201-100-210-150
20048444,NMM950 Misc-Acid Pipes & Valves-Man.,2201-100-200-160
20048445,NMM951 Misc-Air Pipes-Manufacture,2201-100-300-160
20048446,NMM955 Misc-Steam Pipes-Manufacture,2201-100-150-160
20048447,NMM956 Misc-Water Pipes & Valves-Man.,2201-100-340-160
20048448,NMM957 Misc-HFA Pipes & Valves-Man.,2201-100-220-160
20048449,NMM960 Misc-Instruments-Manufacture,2201-100-280-120
20048450,NME100 Elec-Plant Switch Room,2201-100-310-090
20048451,NDH100 Hopper-No1 Floor,2201-110-060-260
20048452,NDC100 Conv-No1 Raw Feed,2201-110-060-050
20048453,NDX100 Elevator- No1,2201-110-060-050
20048454,NDZ100 Screen-Vibrating No1 (Jaques),2201-110-070-210
20048455,NDH101 Hopper-No1 Screen,2201-110-070-260
20048456,NDM100 Misc-No1 Hammer Mill,2201-110-060-070
20048457,NDC101 Conv-No1 Fines,2201-110-070-050
20048458,NDC120 Conv-`A` Plant Incline,2201-110-070-050
20048459,NDC121 Conv-`A` Plant Transfer,2201-110-070-050
20048460,NDC164 Conv-`A` Plant Outfeed Shuttle,2201-110-090-050
20048461,NDM166 Misc-'A' Plant Dust Cone,2201-110-090-150
20048462,NDH200 Hopper-No2 Floor,2201-110-060-260
20048463,NDC200 Conv-No2 Raw Feed,2201-110-060-050
20048464,NDX200 Elevator- No2,2201-110-060-050
20048465,NDZ200 Screen-Vibrating No2 (Jaques),2201-110-070-210
20048466,NDH201 Hopper-No2 Screen,2201-110-070-260
20048467,NDM200 Misc-No2 Hammer Mill,2201-110-060-070
20048468,NDC201 Conv-No2 Fines,2201-110-070-050
20048469,NDH300 Hopper-No3 Floor,2201-110-060-260
20048470,NDC300 Conv-No3 Raw Feed,2201-110-060-050
20048471,NDX300 Elevator- No3,2201-110-060-050
20048472,NDZ300 Screen-Vibrating No3 (Jaques),2201-110-070-210
20048473,NDH301 Hopper-No3 Screen,2201-110-070-260
20048474,NDM300 Misc-No3 Hammer Mill,2201-110-060-070
20048475,NDC301 Conv-No3 Fines,2201-110-070-050
20048476,NDH400 Hopper-No4 Floor,2201-110-060-260
20048477,NDC400 Conv-No4 Raw Feed,2201-110-060-050
20048478,NDX400 Elevator- No4,2201-110-060-050
20048479,NDZ400 Screen-Vibrating No4 (Jaques),2201-110-070-210
20048480,NDH401 Hopper-No4 Screen,2201-110-070-260
20048481,NDM400 Misc-No4 Hammer Mill,2201-110-060-070
20048482,NDC401 Conv-No4 Fines,2201-110-070-050
20048483,NDC320 Conv-'B' Plant Incline,2201-110-070-050
20048484,NDM321 Misc-`B` Plant Shuttle Drive,2201-110-090-150
20048485,NDC321 Conv-'B' Shuttle,2201-110-090-050
20048486,NDM322 Misc-'B' Plant Dust Cone,2201-110-090-150
20048487,NDM323 Misc-'B' Plant Dust Collector,2201-110-090-210
20048488,NDH500 Hopper-No5 Floor,2201-110-060-260
20048489,NDC500 No5 Raw Feed rotary feeder,2201-110-060-050
20048490,NDX500 Elevator- No5,2201-110-060-050
20048491,NDZ500 Screen-Vibrating No5 (Jaques),2201-110-070-210
20048492,NDH501 Hopper-No5 Screen,2201-110-070-260
20048493,NDM500 Misc-No5 Hammer Mill,2201-110-060-070
20048494,NDC501 Conv-No5 Fines,2201-110-070-050
20048495,NDC520 Conv- 'C' Plant Incline,2201-110-070-050
20048496,NDM565 Misc-`C` Plant Shuttle Drive,2201-110-090-150
20048497,NDC564 Conv-'C' Plant Shuttle,2201-110-090-050
20048498,NDM567 Misc-'C' Plant Dust Cone,2201-110-090-150
20048499,NDH600 Hopper-No6 Floor,2201-110-060-260
20048500,NDC600 Conv- No6 Raw Feed,2201-110-070-050
20048501,NDX600 Elevator- No6,2201-110-060-050
20048502,NDZ600 Screen-Vibrating No6 (Jaques),2201-110-070-210
20048503,NDH601 Hopper-No6 Screen,2201-110-070-260
20048504,NDM600 Misc-No6 Hammer Mill,2201-110-060-070
20048505,NDC601 Conv- No6 Fines,2201-110-070-050
